欣赏频道,#genre#
河源综合网页,video://https://www.hyrtv.cn/itv/zhds/
河源公共网页,video://https://www.hyrtv.cn/itv/ggds/
清远新闻网页,video://https://h5.qyrb.cn/h5/nfzmy-television-and-radio/#/?channelId=1
清远文旅网页,video://https://h5.qyrb.cn/h5/nfzmy-television-and-radio/#/?channelId=3
韶关综合网页,video://https://www.sgmsw.cn/v/tv?spm=0.0.0.0.nRYAvk&id=SB05RIYZOU8JR418AUQOF62CAJQ08D0E
肇庆综合网页,video://https://zqh5.xjrb.com/h5/nfzmy-television-and-radio/#/?channelId=33
肇庆生活网页,video://https://zqh5.xjrb.com/h5/nfzmy-television-and-radio/#/?channelId=34
云浮综合网页,video://https://static.yft.ndoe.cn/hd/ysx/#/?channelType=0&channelId=8
云浮文旅网页,video://https://static.yft.ndoe.cn/hd/ysx/#/?channelType=0&channelId=9
信宜综合网页,video://https://web.guangdianyun.tv/tv/?id=643&uin=1629
阳江综壹网页,video://https://live.yjtvw.com:8081/live/yjtv1.m3u8    
阳江综贰网页,video://https://live.yjtvw.com:8081/live/yjtv2.m3u8
湖南卫视网页,video://http://99754106633f94d350db34d548d6091a.everydaytv.top/play-1-0-0.html
CCTV-01网页,video://http://99754106633f94d350db34d548d6091a.everydaytv.top/play-0-0-0.html
CCTV-05网页,video://http://99754106633f94d350db34d548d6091a.everydaytv.top/play-0-6-0.html
CCTV-5+网页,video://http://99754106633f94d350db34d548d6091a.everydaytv.top/play-0-7-0.html
CCTV-13网页,video://http://99754106633f94d350db34d548d6091a.everydaytv.top/play-0-15-0.html
虎牙网页,#genre#
放映厅播网页,video://https://www.huya.com/11602077
刘德华播网页,video://https://www.huya.com/11342424
许冠英播网页,video://https://www.huya.com/11601972
李连杰播网页,video://https://www.huya.com/11342390
甄子丹播网页,video://https://www.huya.com/11352935
周润发播网页,video://https://www.huya.com/11342387
周星星播网页,video://https://www.huya.com/11336587
洪金宝播网页,video://https://www.huya.com/11279251
梁家辉播网页,video://https://www.huya.com/11342429
洪金宝播网页,video://https://www.huya.com/11279251
五福星播网页,video://https://www.huya.com/11282233
古天乐播网页,video://https://www.huya.com/11602041
邱淑贞播网页,video://https://www.huya.com/11352949
周海媚播网页,video://https://www.huya.com/11279247
星爷虎牙网页,video://https://www.huya.com/11342412
英叔虎牙网页,video://https://www.huya.com/11342421
成龙虎牙网页,video://https://www.huya.com/11342386
王晶虎牙网页,video://https://www.huya.com/11602058
沈腾虎牙网页,video://https://www.huya.com/11601968
黄渤虎牙网页,video://https://www.huya.com/11352876
吴京虎牙网页,video://https://www.huya.com/11602041
强森虎牙网页,video://https://www.huya.com/21059581
玄幻虎牙网页,video://https://www.huya.com/11342414
喜剧虎牙网页,video://https://www.huya.com/11352877
港片虎牙网页,video://https://www.huya.com/11602043
国产虎牙网页,video://https://www.huya.com/11352973
漫威虎牙网页,video://https://www.huya.com/11602034
宇宙虎牙网页,video://https://www.huya.com/11342428
怪兽虎牙网页,video://https://www.huya.com/21059577
武侠虎牙网页,video://https://www.huya.com/11342427
警匪虎牙网页,video://https://www.huya.com/11352886
罪犯虎牙网页,video://https://www.huya.com/11352962
枪战虎牙网页,video://https://www.huya.com/21059579
盗墓虎牙网页,video://https://www.huya.com/21059552
海盗虎牙网页,video://https://www.huya.com/21059595
推荐虎牙网页,video://https://www.huya.com/11602041
救援虎牙网页,video://https://www.huya.com/21059594
热血虎牙网页,video://https://www.huya.com/11352934
谍战虎牙网页,video://https://www.huya.com/21059585
战争虎牙网页,video://https://www.huya.com/21059592
小鬼头播网页,video://https://www.huya.com/11352963
陈翔六点网页,video://https://www.huya.com/11274154
喜剧专场网页,video://https://www.huya.com/11602044
高分动作网页,video://https://www.huya.com/11352884
不挤影院网页,video://https://www.huya.com/11352897
黑帮斗争网页,video://https://www.huya.com/11342419
嫣然影厅网页,video://https://www.huya.com/11601977
女神系列网页,video://https://www.huya.com/11336571
经典女神网页,video://https://www.huya.com/11352909
许氏三杰网页,video://https://www.huya.com/11602033
经典港片网页,video://https://www.huya.com/11352965
镖行天下网页,video://https://www.huya.com/11352969
蘑菇影厅网页,video://https://www.huya.com/11601981
搞笑恐怖网页,video://https://www.huya.com/11601960
死神来了网页,video://https://www.huya.com/11352903
超异能族网页,video://https://www.huya.com/21059586
古墓系列网页,video://https://www.huya.com/11352913
动作电影网页,video://https://www.huya.com/11602077
搞笑喜剧网页,video://https://www.huya.com/11342423
欢笑影院网页,video://https://www.huya.com/11352894
国产悬疑网页,video://https://www.huya.com/11342395
快意江湖网页,video://https://www.huya.com/11342435
喜乐影院网页,video://https://www.huya.com/21059580
怪兽系列网页,video://https://www.huya.com/21059554
杰森斯坦网页,video://https://www.huya.com/21059588
寻秦记播网页,video://https://www.huya.com/29465848
寻秦记播网页,video://https://www.huya.com/29633850
西游记播网页,video://https://www.huya.com/29465859
扫黄先锋网页,video://https://www.huya.com/29465855
楚汉骄雄网页,video://https://www.huya.com/29465854
陀枪师姐网页,video://https://www.huya.com/29465857
法证先锋网页,video://https://www.huya.com/29465861
刑事侦缉网页,video://https://www.huya.com/29465856
笑看风云网页,video://https://www.huya.com/29465858
大唐双龙网页,video://https://www.huya.com/29465850
洗冤录播网页,video://https://www.huya.com/29465851
金枝欲孽网页,video://https://www.huya.com/29465847
野蛮奶奶网页,video://https://www.huya.com/23863796
创世纪播网页,video://https://www.huya.com/29465852
封神榜播网页,video://https://www.huya.com/29465849
神雕侠侣网页,video://https://www.huya.com/30454429
妙手仁心网页,video://https://www.huya.com/29465853
活佛济公网页,video://https://www.huya.com/23903123
倚天屠龙网页,video://https://www.huya.com/27834853
鹿鼎记98网页,video://https://www.huya.com/26355806
小李飞刀网页,video://https://www.huya.com/11342417
水月洞天网页,video://https://www.huya.com/21059567
绝代双娇网页,video://https://www.huya.com/29465867
风云雄霸网页,video://https://www.huya.com/21059612
如懿传播网页,video://https://www.huya.com/29465868
芈月传播网页,video://https://www.huya.com/11352975
延禧攻略网页,video://https://www.huya.com/26355864
王子青蛙网页,video://https://www.huya.com/11601964
永夜星河网页,video://https://www.huya.com/23734169
玫瑰故事网页,video://https://www.huya.com/23865142
漫长季节网页,video://https://www.huya.com/11342393
梦华录播网页,video://https://www.huya.com/11336590
乌龙院闯网页,video://https://www.huya.com/26355767
新楚留香网页,video://https://www.huya.com/26355848
新楚留香网页,video://https://www.huya.com/23863804
无心法师网页,video://https://www.huya.com/30080233
征服虎牙网页,video://https://www.huya.com/30311494
蜡笔小新网页,video://https://www.huya.com/30299353
海绵宝宝网页,video://https://www.huya.com/11352919
龙珠虎牙网页,video://https://www.huya.com/10279885
叮当全集网页,video://https://www.huya.com/11601963
樱桃小丸网页,video://https://www.huya.com/11342394
猫和老鼠网页,video://https://www.huya.com/11352879
精绝古城网页,video://https://www.huya.com/11352871
怒晴湘西网页,video://https://www.huya.com/11602075
龙岭迷窟网页,video://https://www.huya.com/29465863
云南虫谷网页,video://https://www.huya.com/11352898
JJ斗地主网页,video://https://www.huya.com/14079954
亮剑虎牙网页,video://https://www.huya.com/30080238
民兵葛二网页,video://https://www.huya.com/11602072
我的团长网页,video://https://www.huya.com/11352910
铁道游击网页,video://https://www.huya.com/11352936
铁梨花播网页,video://https://www.huya.com/11352912
康熙微服网页,video://https://www.huya.com/11342418
御赐仵作网页,video://https://www.huya.com/11352948
新水浒传网页,video://https://www.huya.com/11342384
开端虎牙网页,video://https://www.huya.com/11342397
神探狄仁网页,video://https://www.huya.com/11352958
三国演义网页,video://https://www.huya.com/11602081
新三国演网页,video://https://www.huya.com/11352944
问心虎牙网页,video://https://www.huya.com/11352890
家有儿女网页,video://https://www.huya.com/29774370
全职高手网页,video://https://www.huya.com/11352901
炊事班的网页,video://https://www.huya.com/19524135
医馆笑传网页,video://https://www.huya.com/11352891
杨光生活网页,video://https://www.huya.com/11602085
陈情令播网页,video://https://www.huya.com/29465862
神医喜来网页,video://https://www.huya.com/11601978
大宋提刑网页,video://https://www.huya.com/26355856
鹊刀门传网页,video://https://www.huya.com/29805872
白鹿原播网页,video://https://www.huya.com/11342416
长相思播网页,video://https://www.huya.com/11336593
你是我的网页,video://https://www.huya.com/11352920
一代枭雄网页,video://https://www.huya.com/11342398
庆余年播网页,video://https://www.huya.com/11352960
铁齿铜牙网页,video://https://www.huya.com/11342396
镖行天下网页,video://https://www.huya.com/11352969
雪中悍刀网页,video://https://www.huya.com/11336592
星汉灿烂网页,video://https://www.huya.com/11336591
将夜虎牙网页,video://https://www.huya.com/11352885
父母爱情网页,video://https://www.huya.com/11602071
大染坊播网页,video://https://www.huya.com/11602086
地下交通网页,video://https://www.huya.com/11342433
邻里一家网页,video://https://www.huya.com/11342426
雍正王朝网页,video://https://www.huya.com/11342439
士兵突击网页,video://https://www.huya.com/11342430
爱情公寓网页,video://https://www.huya.com/11336726
电视剧一网页,video://https://www.huya.com/29465862
电视剧二网页,video://https://www.huya.com/11336591
电视剧三网页,video://https://www.huya.com/21059563
电视剧四网页,video://https://www.huya.com/26355783
电视剧五网页,video://https://www.huya.com/11352912
电视剧六网页,video://https://www.huya.com/11352936
电视剧七网页,video://https://www.huya.com/21059630
电视剧八网页,video://https://www.huya.com/26355775
电视剧九网页,video://https://www.huya.com/21059594
电视剧十网页,video://https://www.huya.com/11336592
电视剧十一页,video://https://www.huya.com/11602088
央卫频特,#genre#
CCTV-01频特,https://smart.pendy.dpdns.org/Smart.php?id=cctv1
CCTV-02频特,https://smart.pendy.dpdns.org/Smart.php?id=cctv2
CCTV-03频特,https://smart.pendy.dpdns.org/Smart.php?id=cctv3
CCTV-04频特,https://smart.pendy.dpdns.org/Smart.php?id=Cctv4
CCTV-04频特,https://smart.pendy.dpdns.org/Smart.php?id=cctv4
CCTV-05频特,https://smart.pendy.dpdns.org/Smart.php?id=cctv5
CCTV 5+频特,https://smart.pendy.dpdns.org/Smart.php?id=cctv5plus
CCTV-06频特,https://smart.pendy.dpdns.org/Smart.php?id=cctv6
CCTV-07频特,https://smart.pendy.dpdns.org/Smart.php?id=cctv7
CCTV-08频特,https://smart.pendy.dpdns.org/Smart.php?id=cctv8hd
CCTV-09频特,https://smart.pendy.dpdns.org/Smart.php?id=cctv9hd
CCTV-10频特,https://smart.pendy.dpdns.org/Smart.php?id=cctv10hd
CCTV-11频特,https://smart.pendy.dpdns.org/Smart.php?id=cctv11
CCTV-12频特,https://smart.pendy.dpdns.org/Smart.php?id=cctv12
CCTV-13频特,https://smart.pendy.dpdns.org/Smart.php?id=cctv13
CCTV-14频特,https://smart.pendy.dpdns.org/Smart.php?id=cctv14
CCTV-15频特,https://smart.pendy.dpdns.org/Smart.php?id=cctv15
CGTN_英频特,https://smart.pendy.dpdns.org/Smart.php?id=CGTN
北京卫视频特,https://smart.pendy.dpdns.org/Smart.php?id=beijing
深圳卫视频特,https://smart.pendy.dpdns.org/Smart.php?id=shenzhen
广西卫视频特,https://smart.pendy.dpdns.org/Smart.php?id=guangxi
湖北卫视频特,https://smart.pendy.dpdns.org/Smart.php?id=hubei
东南卫视频特,https://smart.pendy.dpdns.org/Smart.php?id=fujian
广东珠江频特,https://smart.pendy.dpdns.org/Smart.php?id=zhujiang
特区频特,#genre#
凤凰卫视频特,https://smart.pendy.dpdns.org/Smart.php?id=phoenixtv_hd
凤凰资讯频特,https://smart.pendy.dpdns.org/Smart.php?id=phoenixinfo_hd
凤凰香港频特,https://smart.pendy.dpdns.org/Smart.php?id=hkphoenix_twn
中天新闻频特,https://smart.pendy.dpdns.org/Smart.php?id=ctinews
有线新闻频特,https://smart.pendy.dpdns.org/Smart.php?id=hoycaijing_twn
无线新闻频特,https://smart.pendy.dpdns.org/Smart.php?id=inews_twn
无线翡翠频特,https://smart.pendy.dpdns.org/Smart.php?id=jade_twn
无线翡翠频特,https://smart.pendy.dpdns.org/Smart.php?id=Jade_xue
无线华丽频特,https://smart.pendy.dpdns.org/Smart.php?id=Wlt
无线华丽频特,https://smart.pendy.dpdns.org/Smart.php?id=Tvbjade
无线明珠频特,https://smart.pendy.dpdns.org/Smart.php?id=pearl_twn
无线娱乐频特,https://smart.pendy.dpdns.org/Smart.php?id=Tvbentertainment
千禧经典频特,https://smart.pendy.dpdns.org/Smart.php?id=Tvbclassic
VIUTV英频特,https://smart.pendy.dpdns.org/Smart.php?id=viusix_twn
RTHK-31频特,https://smart.pendy.dpdns.org/Smart.php?id=rhk31_twn
RTHK-32频特,https://smart.pendy.dpdns.org/Smart.php?id=rhk32_twn
美亚电影频特,https://smart.pendy.dpdns.org/Smart.php?id=meiyamovie_twn
天映频道闽特,https://smart.pendy.dpdns.org/Smart.php?id=Celestial
天映频道闽特,https://smart.pendy.dpdns.org/Smart.php?id=ctv18_twn
龙华电影频特,https://smart.pendy.dpdns.org/Smart.php?id=xingwei_movie
龙祥电影频特,https://smart.pendy.dpdns.org/Smart.php?id=lungxiangtime_twn
纬来电影频特,https://smart.pendy.dpdns.org/Smart.php?id=videolandmovie
Astr爱奇频特,https://smart.pendy.dpdns.org/Smart.php?id=Qiyi
AstrQJ国频特,https://smart.pendy.dpdns.org/Smart.php?id=Quanjia
Astr欢喜频特,https://smart.pendy.dpdns.org/Smart.php?id=Huahee
闽南频特,#genre#
中天新闻频特,https://smart.pendy.dpdns.org/Smart.php?id=ctinews
东森新闻频特,https://smart.pendy.dpdns.org/Smart.php?id=ettvnews
寰宇新闻频特,https://smart.pendy.dpdns.org/Smart.php?id=huanyuxinwen_twn
tvbs新闻频特,https://smart.pendy.dpdns.org/Smart.php?id=tvbs_n
年代新闻频特,https://smart.pendy.dpdns.org/Smart.php?id=niandainews_twn
民视新闻频特,https://smart.pendy.dpdns.org/Smart.php?id=ftvnew_taiwan
中视新闻频特,https://smart.pendy.dpdns.org/Smart.php?id=zhongshinews_twn
台视新闻频特,https://smart.pendy.dpdns.org/Smart.php?id=ttvnews_twn
非凡新闻频特,https://smart.pendy.dpdns.org/Smart.php?id=feifannews_twn
民视闽南频特,https://smart.pendy.dpdns.org/Smart.php?id=ftvhd_taiwan
中视闽南频特,https://smart.pendy.dpdns.org/Smart.php?id=zhongshihd_twn
华视闽南频特,https://smart.pendy.dpdns.org/Smart.php?id=ctshd_twn
台视闽南频特,https://smart.pendy.dpdns.org/Smart.php?id=ttv_taiwan
tvbs闽南频特,https://smart.pendy.dpdns.org/Smart.php?id=tvbs
tvbs欢乐频特,https://smart.pendy.dpdns.org/Smart.php?id=tvbshuanle_twn
民视第一频特,https://smart.pendy.dpdns.org/Smart.php?id=lunghuajingdian_twn
民视台湾频特,https://smart.pendy.dpdns.org/Smart.php?id=ftvtaiwan_twn
中视经典频特,https://smart.pendy.dpdns.org/Smart.php?id=zhongshi_twn
公视台语频特,https://smart.pendy.dpdns.org/Smart.php?id=ctv2_twn
台视综合频特,https://smart.pendy.dpdns.org/Smart.php?id=ttvzhonghe
中天娱乐频特,https://smart.pendy.dpdns.org/Smart.php?id=ctient
中天综合频特,https://smart.pendy.dpdns.org/Smart.php?id=ctizhonghe
中天亚洲频特,https://smart.pendy.dpdns.org/Smart.php?id=ctiasia_twn
八大第一频特,https://smart.pendy.dpdns.org/Smart.php?id=badafirst
八大综合频特,https://smart.pendy.dpdns.org/Smart.php?id=badazhonghe
八大戏剧频特,https://smart.pendy.dpdns.org/Smart.php?id=badadrama
八大娱乐频特,https://smart.pendy.dpdns.org/Smart.php?id=badaentertain
东森综合频特,https://smart.pendy.dpdns.org/Smart.php?id=ettvzhonghe
东森戏剧频特,https://smart.pendy.dpdns.org/Smart.php?id=ettvdrama
东森洋片频特,https://smart.pendy.dpdns.org/Smart.php?id=ettvwestern
东森电影频特,https://smart.pendy.dpdns.org/Smart.php?id=ettvmovie
东森幼幼频特,https://smart.pendy.dpdns.org/Smart.php?id=yoyo_twn
东森超视频特,https://smart.pendy.dpdns.org/Smart.php?id=ettvsuper
东森财经频特,https://smart.pendy.dpdns.org/Smart.php?id=ettvcaijing_twn
寰宇财经频特,https://smart.pendy.dpdns.org/Smart.php?id=huanyutaiwan_twn
华艺综合频特,https://smart.pendy.dpdns.org/Smart.php?id=weishichinese_twn
阿里郎综频特,https://smart.pendy.dpdns.org/Smart.php?id=arirang_twn
AXN电影频特,https://smart.pendy.dpdns.org/Smart.php?id=axn_twn
CInemax频特,https://smart.pendy.dpdns.org/Smart.php?id=cinemax_twn
HBo高清频特,https://smart.pendy.dpdns.org/Smart.php?id=hbohd_twn
HBo家庭频特,https://smart.pendy.dpdns.org/Smart.php?id=fyi_twn
好莱电影频特,https://smart.pendy.dpdns.org/Smart.php?id=hollywoodmovies_twn
龙祥电影频特,https://smart.pendy.dpdns.org/Smart.php?id=lungxiangtime_twn
龙华经典频特,https://smart.pendy.dpdns.org/Smart.php?id=lunghuajingdian_twn
龙华戏剧频特,https://smart.pendy.dpdns.org/Smart.php?id=lunghuaxiju_twn
龙华电影频特,https://smart.pendy.dpdns.org/Smart.php?id=xingwei_movie
龙华偶像频特,https://smart.pendy.dpdns.org/Smart.php?id=lunghuaidol_twn
龙华洋片频特,https://smart.pendy.dpdns.org/Smart.php?id=lunghuawestern_twn
纬来电影频特,https://smart.pendy.dpdns.org/Smart.php?id=videolandmovie
纬来日本频特,https://smart.pendy.dpdns.org/Smart.php?id=videolandjapan
纬来体育频特,https://smart.pendy.dpdns.org/Smart.php?id=videolandsport
纬来综合频特,https://smart.pendy.dpdns.org/Smart.php?id=videolandzonghe
纬来育乐频特,https://smart.pendy.dpdns.org/Smart.php?id=videolandyule
纬来精彩频特,https://smart.pendy.dpdns.org/Smart.php?id=videolandspecial_twn
靖天国际频特,https://smart.pendy.dpdns.org/Smart.php?id=jingtianintl_twn
靖天卡通频特,https://smart.pendy.dpdns.org/Smart.php?id=jingtiancartoon_twn
大爱壹台频特,https://smart.pendy.dpdns.org/Smart.php?id=daai_twn
大爱贰台频特,https://smart.pendy.dpdns.org/Smart.php?id=daai2_twn
好消息贰频特,https://smart.pendy.dpdns.org/Smart.php?id=good2_twn
三立闽南频特,https://smart.pendy.dpdns.org/Smart.php?id=sanlitaiwan
三立戏剧频特,https://smart.pendy.dpdns.org/Smart.php?id=sanlixiju_twn
三立综合频特,https://smart.pendy.dpdns.org/Smart.php?id=sanlizhonghe
三立都会频特,https://smart.pendy.dpdns.org/Smart.php?id=sanlidouhui
ELta影剧频特,https://smart.pendy.dpdns.org/Smart.php?id=eltayingju_twn
ELta综合频特,https://smart.pendy.dpdns.org/Smart.php?id=eltazonghe_twn
ELTA体1频特,https://smart.pendy.dpdns.org/Smart.php?id=eltasport_twn
ELTA体2频特,https://smart.pendy.dpdns.org/Smart.php?id=eltasport2_twn
ELTA体3频特,https://smart.pendy.dpdns.org/Smart.php?id=eltasport3_twn
Eleven一频特,https://smart.pendy.dpdns.org/Smart.php?id=golfchannel_twn
博斯无限频特,https://smart.pendy.dpdns.org/Smart.php?id=bosiunlimited_twn
博斯网球频特,https://smart.pendy.dpdns.org/Smart.php?id=bositennis_twn
博斯运动壹特,https://smart.pendy.dpdns.org/Smart.php?id=bosisport1_twn
博斯运动贰特,https://smart.pendy.dpdns.org/Smart.php?id=bosisport2_twn
博斯高球壹特,https://smart.pendy.dpdns.org/Smart.php?id=bosigolf1_twn
博斯高球贰特,https://smart.pendy.dpdns.org/Smart.php?id=bosigolf2_twn
探索亚洲频特,https://smart.pendy.dpdns.org/Smart.php?id=discoverytwn_twn
国家地理频特,https://smart.pendy.dpdns.org/Smart.php?id=natgeohd_twn
野生动物频特,https://smart.pendy.dpdns.org/Smart.php?id=natgeowild_twn
动物星球频特,https://smart.pendy.dpdns.org/Smart.php?id=animalplanet_twn
美食星球频特,https://smart.pendy.dpdns.org/Smart.php?id=foodplanet_twn
亚洲美食频特,https://smart.pendy.dpdns.org/Smart.php?id=afc_twn
亚洲旅游频特,https://smart.pendy.dpdns.org/Smart.php?id=asiatravel_twn
亚洲TLC频特,https://smart.pendy.dpdns.org/Smart.php?id=tlc_twn
EYE-旅游频特,https://smart.pendy.dpdns.org/Smart.php?id=eyetvtravel_twn
EYE-戏剧频特,https://smart.pendy.dpdns.org/Smart.php?id=eyetvxiju_twn
MTv高清频特,https://smart.pendy.dpdns.org/Smart.php?id=mtvhd_twn
Discover频特,https://smart.pendy.dpdns.org/Smart.php?id=discoverytwn_twn
特区频道,#genre#
Plus综合频高,http://php.jdshipin.com/PLTV/iptv.php?id=tvbp
TVBJ1美频高,http://php.jdshipin.com/PLTV/iptv.php?id=j1
凤凰中文频高,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰资讯频高,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰香港频高,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
有线综合频粤,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv2
有线综合频国,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
无线新闻频高,http://beishan008.asuscomm.com:8890/bysid/83.m3u8
无线翡翠频4k,http://php.jdshipin.com/TVOD/iptv.php?id=fct4
无线翡翠频高,http://php.jdshipin.com/TVOD/iptv.php?id=fct3
无线翡翠频高,http://php.jdshipin.com/TVOD/iptv.php?id=fct2
无线翡翠频标,http://php.jdshipin.com/smt.php?id=jade_twn
无线翡翠频标,http://php.jdshipin.com/TVOD/iptv.php?id=fct
无线华丽频标,http://php.jdshipin.com/smt.php?id=Tvbjade
无线千禧频标,http://php.jdshipin.com/smt.php?id=Tvbclassic
天映频道频标,http://php.jdshipin.com/smt.php?id=Celestial
天映经典频标,http://php.jdshipin.com/smt.php?id=Celestial2
无线明珠粤高,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
无线明珠英标,http://php.jdshipin.com/TVOD/iptv.php?id=mzt
无线星河频标,http://php.jdshipin.com/smt.php?id=Xinhe
无线娱乐频标,http://php.jdshipin.com/smt.php?id=Tvbentertainment
美亚电影频高,http://php.jdshipin.com/TVOD/iptv.php?id=meiya  
重温经典频高,http://php.jdshipin.com/TVOD/iptv.php?id=cwjd
澳视澳门频高,http://php.jdshipin.com/TVOD/iptv.php?id=asam
澳视卫星频高,http://php.jdshipin.com/TVOD/iptv.php?id=as
VIUTV粤频标,http://php.jdshipin.com/TVOD/iptv.php?id=viutv
RTHK-31频高,http://php.jdshipin.com/TVOD/iptv.php?id=rthk31
RTHK-32频高,http://php.jdshipin.com/TVOD/iptv.php?id=rthk32
RTHK-33频高,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
八度空间频标,http://php.jdshipin.com/smt.php?id=TV8
astro-QJ-频高,http://php.jdshipin.com/smt.php?id=Quanjia
astroAec频高,http://php.jdshipin.com/smt.php?id=AEC
astroAod频标,http://php.jdshipin.com/smt.php?id=Aodhd
astro欢喜频标,http://php.jdshipin.com/smt.php?id=Huahee
astro爱奇艺标,http://php.jdshipin.com/smt.php?id=Qiyi
特区酒店,#genre#
Plus综合频高,http://php.jdshipin.com/PLTV/iptv.php?id=tvbp
Plus综合频高,http://php.jdshipin.com/PLTV/iptv.php?id=j2
TVBJ1美频高,http://php.jdshipin.com/PLTV/iptv.php?id=j1
TVBJ1美频标,http://php.jdshipin.com/PLTV/iptv.php?id=tvbj1
凤凰中文频高,http://php.jdshipin.com/PLTV/iptv.php?id=fhzw
凤凰资讯频高,http://php.jdshipin.com/PLTV/iptv.php?id=fhzx
凤凰香港频高,http://php.jdshipin.com/PLTV/iptv.php?id=fhhk
有线综合粤高,http://php.jdshipin.com/PLTV/iptv.php?id=hoytv2
有线综合国高,http://php.jdshipin.com/PLTV/iptv.php?id=hoytv
无线新闻频高,http://php.jdshipin.com/PLTV/iptv.php?id=wxxwt
无线翡翠频4k,http://php.jdshipin.com/PLTV/iptv.php?id=fct4
无线翡翠频高,http://php.jdshipin.com/PLTV/iptv.php?id=fct3
无线翡翠频高,http://php.jdshipin.com/PLTV/iptv.php?id=fct2
无线翡翠频标,http://php.jdshipin.com/PLTV/iptv.php?id=fct
无线华丽国标,http://php.jdshipin.com/PLTV/iptv.php?id=huali
无线明珠粤高,http://php.jdshipin.com/PLTV/iptv.php?id=mzt2
无线明珠频标,http://php.jdshipin.com/PLTV/iptv.php?id=mzt
无线娱乐频标,http://php.jdshipin.com/PLTV/iptv.php?id=tvbylxw
无线星河频标,http://php.jdshipin.com/PLTV/iptv.php?id=tvbxh
无线星河频标,http://php.jdshipin.com/PLTV/iptv.php?id=xinghe
无线功夫频标,http://php.jdshipin.com/PLTV/iptv.php?id=yzwx
无线千禧频标,http://php.jdshipin.com/PLTV/iptv.php?id=tvbc
美亚电影频标,http://php.jdshipin.com/PLTV/iptv.php?id=meiya
VIUTV粤频标,http://php.jdshipin.com/PLTV/iptv.php?id=viutv2
RTHK-31频高,http://php.jdshipin.com/PLTV/iptv.php?id=rthk31
RTHK-32频高,http://php.jdshipin.com/PLTV/iptv.php?id=rthk32
AstroRio频标,http://php.jdshipin.com/PLTV/iptv.php?id=aod
澳门Mac频高,http://php.jdshipin.com/PLTV/iptv.php?id=as
澳视澳门频高,http://php.jdshipin.com/PLTV/iptv.php?id=asam
重温经典频高,http://php.jdshipin.com/PLTV/iptv.php?id=cwjd
特闽酒店,#genre#
龙华电影频高,https://cdn8.163189.xyz/live/lhdy/stream.m3u8
龙华经典频高,https://cdn8.163189.xyz/live/lhjd/stream.m3u8
龙华卡通频高,https://cdn8.163189.xyz/live/lhkt/stream.m3u8
龙华偶像频高,https://cdn8.163189.xyz/live/lhox/stream.m3u8
龙华日韩频高,https://cdn8.163189.xyz/live/lhrh/stream.m3u8
龙华戏剧频高,https://cdn8.163189.xyz/live/lhxj/stream.m3u8
特闽地波,#genre#
Plus综合高码,http://beishan008.asuscomm.com:8890/bysid/82.m3u8
无线新闻高码,http://beishan008.asuscomm.com:8890/bysid/83.m3u8
无线翡翠高码,http://beishan008.asuscomm.com:8889/bysid/1.m3u8
无线明珠高码,http://beishan008.asuscomm.com:8890/bysid/2.m3u8
ViuTv_粤高码,http://beishan008.asuscomm.com:8889/bysid/99.m3u8
ViuTv_英高码,http://beishan008.asuscomm.com:8889/bysid/96.m3u8
RTHK-31高码,http://beishan008.asuscomm.com:8892/bysid/31.m3u8
RTHK-32高码,http://beishan008.asuscomm.com:8892/bysid/32.m3u8
RTHK-33高码,http://beishan008.asuscomm.com:8892/bysid/33.m3u8
RTHK-34高码,http://beishan008.asuscomm.com:8892/bysid/34.m3u8
tvbs欢乐高码,http://61.216.11.93:49981/stream/channelid/1607444205.m3u8
东森超视高码,http://61.216.11.93:49981/stream/channelid/1026178460.m3u8
民视闽南高码,http://61.216.11.93:49981/stream/channelid/1736257299.m3u8
八大第一高码,http://61.216.11.93:49981/stream/channelid/2021000694.m3u8
八大综合高码,http://61.216.11.93:49981/stream/channelid/1339557876.m3u8
年代综合高码,http://61.216.11.93:49981/stream/channelid/644357774.m3u8
纬来综合高码,http://61.216.11.93:49981/stream/channelid/106481234.m3u8
纬来电影高码,http://61.216.11.93:49981/stream/channelid/1914405885.m3u8
好莱电影高码,http://61.216.11.93:49981/stream/channelid/286389561.m3u8
CINeMax高码,http://61.216.11.93:49981/stream/channelid/207378916.m3u8
CINeMax高码,http://61.216.11.93:49981/stream/channelid/1222093986.m3u8
TLC'综合高码,http://61.216.11.93:49981/stream/channelid/458490002.m3u8
Nick少儿高码,http://61.216.11.93:49981/stream/channelid/580636100.m3u8
NHk日本高码,http://61.216.11.93:49981/stream/channelid/797583403.m3u8
cNN新闻高码,http://61.216.11.93:49981/stream/channelid/881277234.m3u8
信吉电视高码,http://61.216.11.93:49981/stream/channelid/166215564.m3u8

广东广电,#genre#
无线翡翠高清,http://qjrhc.jydjd.top:2911/udp/225.1.101.45:7523
无线明珠高清,http://qjrhc.jydjd.top:2911/udp/225.1.101.139:7523
